src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
adoram,adoramin,0_1,ADJ;NOM;SG,0_15,N;GEN;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
asianne,asiansa,0_5,N;NOM;SG,0_12,N;NOM;PL,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,C
nisut,nisulla,0_13,ADJ;NOM;PL,0_18,N;AT+ESS;SG,n;pl;nom,n;sg;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
etiopiaa,etiopia,0_3,N;PRT;SG,0_1,ADJ;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
majani,majalle,0_16,N;GEN;SG,0_6,N;AT+ALL;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;sg;all,ERR_TGT_SLOT_ERROR
raakelilla,raakelille,1_19,N;AT+ESS;PL,1_15,N;AT+ALL;PL,n;sg;ade,n;sg;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
elisa,elisaan,0_1,ADJ;NOM;SG,0_9,N;IN+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
nimemme,nimeä,0_10,V;ACT;PRS;POS;IND;1;PL,0_3,N;PRT;SG,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,verb;actv;imp;p2;sg - verb;actv;pri;conneg - n;sg;par,ERR_SRC_SLOT_ERROR
asialta,asiat,0_11,N;AT+ABL;SG,0_13,ADJ;NOM;PL,n;sg;abl,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
luovutettako,luovutettakoon,1_6,V;ACT;PRS;POS;IMP,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;pasv;imp;impers;conneg,verb;pasv;imp;impers,SRC_SLOT_ERROR;TGT_SLOT_ERROR
moneen,monesta,0_0,V;ACT;PRS;POS;IND;1;SG,0_17,N;IN+ABL;SG,prn;sg;ill,prn;sg;ela,SRC_POS_ERROR TGT_POS_ERROR;SRC_SLOT_ERROR;TGT_SLOT_ERROR
ratsastaa,ratsastaen,1_1,V;NFIN,1_10,V;ACT;INS;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;infe;sg;ins,C
muistavat,muistamaan,1_16,V;ACT;PRS;POS;IND;3;PL,1_18,V;IN+ALL;SG,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill - n;sg;ill,C
jumalattomina,jumalattomilla,0_14,ADJ;FRML;SG,0_18,N;AT+ESS;SG,adj;pst;pl;ess - n;pl;ess,adj;pst;pl;ade - n;pl;ade,SRC_SLOT_ERROR;TGT_SLOT_ERROR
yliskammionsa,yliskammio,0_12,N;NOM;PL,0_1,ADJ;NOM;SG,n;sg;nom;cmp;n;pl;nom;px3sp - n;sg;nom;cmp;n;sg;gen;px3sp - n;sg;nom;cmp;n;sg;nom;px3sp - adj;pst;n;cmp;n;pl;nom;px3sp - adj;pst;n;cmp;n;sg;gen;px3sp - adj;pst;n;cmp;n;sg;nom;px3sp - n>+s;n;cmp;n;pl;nom;px3sp - n>+s;n;cmp;n;sg;gen;px3sp - n>+s;n;cmp;n;sg;nom;px3sp,n;sg;nom;cmp;n;sg;nom - adj;pst;n;cmp;n;sg;nom - n>+s;n;cmp;n;sg;nom,ERR_TGT_SLOT_ERROR
israelilla,israelin,1_19,N;AT+ESS;PL,1_3,V;ACT;PST;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kantako,kantaisi,1_6,V;ACT;PRS;POS;IMP,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;imp;conneg,n;pl;gen;use_archaic;px2sg - verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
kasvua,kasvun,0_3,N;PRT;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;par,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lastesi,lastenne,0_19,V;ACT;PRS;POS;COND,0_5,N;NOM;SG,n;pl;gen;px2sg,n;pl;gen;px2pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
kuussa,kuusi,0_7,N;IN+ESS;SG,0_19,V;ACT;PRS;POS;COND,n;sg;ine,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg - n;sg;nom - num;card;sg;nom,ERR_SRC_SLOT_ERROR
salaman,salama,0_0,V;ACT;PRS;POS;IND;1;SG,0_1,ADJ;NOM;SG,n;sg;gen,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
valmistanut,valmistatte,1_7,V;ACT;PST;POS;IND;SG,1_23,V;ACT;PRS;POS;IND;2;PL,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;pri;p2;pl,C
ovi,ovilla,0_1,ADJ;NOM;SG,0_18,N;AT+ESS;SG,n;sg;nom,n;pl;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
oppien,oppikaa,1_10,V;ACT;INS;SG,1_22,V;ACT;PRS;POS;IMP;2;PL,n;pl;gen - verb;actv;infe;sg;ins,verb;actv;imp;p2;pl,C
aterioineet,aterioita,1_12,V.PTCP;ACT;PST,1_1,V;NFIN,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,n;pl;par,ERR_TGT_SLOT_ERROR
teurasuhriin,teurasuhrin,0_15,N;GEN;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ill,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
järjestyksen,järjestykselle,0_0,V;ACT;PRS;POS;IND;1;SG,0_6,N;AT+ALL;SG,n;sg;gen,n;sg;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
puhuttele,puhuttelemaan,1_11,V;ACT;PRS;POS;IND,1_18,V;IN+ALL;SG,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,ERR_SRC_SLOT_ERROR
kerää,keräksi,0_3,N;PRT;SG,0_2,ADJ;TRANS;SG,n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,n;sg;tra,ERR_TGT_SLOT_ERROR
painuivat,painuu,1_5,V;ACT;PST;POS;IND;3;PL,1_0,V;ACT;PRS;POS;IND;3;SG,verb;actv;past;p3;pl,verb;actv;pri;p3;sg,C
kuulijat,kuulijana,0_13,ADJ;NOM;PL,0_14,ADJ;FRML;SG,n;pl;nom,n;sg;ess,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hedelmä,hedelmästä,0_1,ADJ;NOM;SG,0_4,V;ACT;PRS;POS;IMP;2;SG,n;sg;nom,n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
leea,leeaa,0_1,ADJ;NOM;SG,0_3,N;PRT;SG,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
huutaisi,huutamaan,1_13,V;ACT;PRS;POS;COND;3;SG,1_18,V;IN+ALL;SG,verb;actv;cni;conneg - verb;actv;cni;p3;sg,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,C
vuoteesi,vuoteeni,0_19,V;ACT;PRS;POS;COND,0_16,N;GEN;SG,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg - n;sg;ill;px2sg,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg - n;sg;ill;px1sg,SRC_SLOT_ERROR
saapuvat,saapuivat,1_16,V;ACT;PRS;POS;IND;3;PL,1_5,V;ACT;PST;POS;IND;3;PL,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,verb;actv;past;p3;pl,C
murehtivat,murehtia,1_16,V;ACT;PRS;POS;IND;3;PL,1_1,V;NFIN,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - verb;actv;past;p3;pl,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,C
kurjuuden,kurjuudesta,0_0,V;ACT;PRS;POS;IND;1;SG,0_17,N;IN+ABL;SG,n;sg;gen,n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vaipunut,vaipui,1_7,V;ACT;PST;POS;IND;SG,1_4,V;ACT;PST;POS;IND;3;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;past;p3;sg,C
laitumet,laitumena,0_13,ADJ;NOM;PL,0_14,ADJ;FRML;SG,n;pl;nom,n;sg;ess,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lapset,lapsen,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
joukot,joukossa,0_13,ADJ;NOM;PL,0_7,N;IN+ESS;SG,n;pl;nom,n;sg;ine - adv; - post;,ERR_SRC_SLOT_ERROR
myönnän,myönnät,0_0,V;ACT;PRS;POS;IND;1;SG,0_13,ADJ;NOM;PL,verb;actv;pri;p1;sg,verb;actv;pri;p2;sg,TGT_SLOT_ERROR
uhrikukkulalle,uhrikukkulasi,0_6,N;AT+ALL;SG,0_19,V;ACT;PRS;POS;COND,n;sg;nom;cmp;n;sg;all,n;sg;nom;cmp;n;pl;nom;px2sg - n;sg;nom;cmp;n;sg;gen;px2sg - n;sg;nom;cmp;n;sg;nom;px2sg - n;sg;nom;cmp;n;sg;nom;cmp;n;sg;nom,ERR_SRC_SLOT_ERROR
satuloivat,satuloikaa,1_16,V;ACT;PRS;POS;IND;3;PL,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - verb;actv;past;p3;pl,verb;actv;imp;p2;pl,C
polje,poljeta,1_11,V;ACT;PRS;POS;IND,1_1,V;NFIN,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;pasv;pri;impers;conneg,ERR_SRC_SLOT_ERROR
uhrikukkulasi,uhrikukkulanne,0_19,V;ACT;PRS;POS;COND,0_5,N;NOM;SG,n;sg;nom;cmp;n;pl;nom;px2sg - n;sg;nom;cmp;n;sg;gen;px2sg - n;sg;nom;cmp;n;sg;nom;px2sg - n;sg;nom;cmp;n;sg;nom;cmp;n;sg;nom,n;sg;nom;cmp;n;pl;nom;px2pl - n;sg;nom;cmp;n;sg;gen;px2pl - n;sg;nom;cmp;n;sg;nom;px2pl - n;sg;nom;cmp;n;sg;nom;cmp;n;sg;nom,SRC_SLOT_ERROR
lapsesta,lapsena,0_17,N;IN+ABL;SG,0_14,ADJ;FRML;SG,n;sg;ela,n;sg;ess,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
vesikaivon,vesikaivot,0_0,V;ACT;PRS;POS;IND;1;SG,0_13,ADJ;NOM;PL,n;sg;nom;cmp;n;sg;gen,n;sg;nom;cmp;n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
aamulta,aamulla,0_11,N;AT+ABL;SG,0_18,N;AT+ESS;SG,n;sg;abl,n;sg;ade - adv;,ERR_SRC_SLOT_ERROR
denarin,denarilla,0_0,V;ACT;PRS;POS;IND;1;SG,0_18,N;AT+ESS;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
nebukadnessar,nebukadnessarin,1_11,V;ACT;PRS;POS;IND,1_3,V;ACT;PST;POS;IND;1;SG,n;sg;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
palasia,palasilla,1_21,N;PRT;PL,1_19,N;AT+ESS;PL,n;pl;par,n;pl;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kilpensä,kilpemme,0_8,ADJ;GEADJ;SG,0_10,V;ACT;PRS;POS;IND;1;PL,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,ERR_TGT_SLOT_ERROR
antimet,antimen,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;pl;nom - n;pl;nom,n;sg;gen,ERR_TGT_SLOT_ERROR
korjaa,korjaatte,1_11,V;ACT;PRS;POS;IND,1_23,V;ACT;PRS;POS;IND;2;PL,n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,verb;actv;pri;p2;pl,C
perintöosasta,perintöosani,0_17,N;IN+ABL;SG,0_16,N;GEN;SG,n;sg;ela,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
omrista,omria,0_17,N;IN+ABL;SG,0_3,N;PRT;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
vaskimeren,vaskimerestä,0_0,V;ACT;PRS;POS;IND;1;SG,0_4,V;ACT;PRS;POS;IMP;2;SG,n;sg;nom;cmp;n;sg;gen,n;sg;nom;cmp;n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
samaan,saman,0_9,N;IN+ALL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,adj;pst;sg;ill - n;sg;ill - prn;sg;ill,adj;pst;sg;gen - n;sg;gen - prn;sg;gen - adv;,TGT_SLOT_ERROR
koiruoho,koiruohoa,0_1,ADJ;NOM;SG,0_3,N;PRT;SG,n;sg;nom,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
seisova,seisoivat,1_2,V.PTCP;ACT;PRS,1_5,V;ACT;PST;POS;IND;3;PL,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom - n;sg;nom,verb;actv;past;p3;pl,MAPPED_POS_PAIR_ERROR
valvovat,valvova,1_16,V;ACT;PRS;POS;IND;3;PL,1_2,V.PTCP;ACT;PRS,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
kutoivat,kutovat,1_5,V;ACT;PST;POS;IND;3;PL,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;past;p3;pl,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - n;pl;nom,C
kahdes,kahdelta,0_1,ADJ;NOM;SG,0_11,N;AT+ABL;SG,adj;ord;pst;sg;nom - num;sg;nom,num;card;sg;abl - num;card;use_nonstd;sg;abl,ERR_SRC_SLOT_ERROR
palveluksesta,palvelukseen,0_17,N;IN+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ela,n;sg;tra;px3sp - n;sg;ill,ERR_SRC_SLOT_ERROR
palvelustehtävät,palvelustehtävän,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;nom;cmp;n;pl;nom,n;sg;nom;cmp;n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
juomauhrinsa,juomauhri,0_12,N;NOM;PL,0_1,ADJ;NOM;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;nom,ERR_TGT_SLOT_ERROR
nuora,nuorta,1_1,V;NFIN,1_1,V;NFIN,n;sg;nom,adj;pst;sg;par - n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
puhaltaa,puhaltamaan,1_1,V;NFIN,1_18,V;IN+ALL;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,C
pyhyytensä,pyhyytesi,0_8,ADJ;GEADJ;SG,0_19,V;ACT;PRS;POS;COND,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_TGT_SLOT_ERROR
pietarille,pietarin,0_6,N;AT+ALL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
ulottukoot,ulottuu,1_20,V;ACT;PRS;POS;IMP;3;PL,1_0,V;ACT;PRS;POS;IND;3;SG,verb;actv;imp;p3;pl,verb;actv;pri;p3;sg,C
istut,istumaan,1_9,V;ACT;PRS;POS;IND;2;SG,1_18,V;IN+ALL;SG,verb;actv;pri;p2;sg,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,C
koskea,koskenut,1_1,V;NFIN,1_7,V;ACT;PST;POS;IND;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - n;sg;par,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,C
puulle,puuan,0_6,N;AT+ALL;SG,0_9,N;IN+ALL;SG,,,ERR_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;TGT_LEXICAL_ERROR
hautaavat,hautaa,1_16,V;ACT;PRS;POS;IND;3;PL,1_11,V;ACT;PRS;POS;IND,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg - n;sg;par,C
leikkauttaa,leikkauttakoon,1_1,V;NFIN,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;imp;p3;sg,C
kynnykset,kynnykseni,0_13,ADJ;NOM;PL,0_16,N;GEN;SG,n;pl;nom,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
muutamaan,muutat,1_18,V;IN+ALL;SG,1_9,V;ACT;PRS;POS;IND;2;SG,n;sg;ill - prn;sg;ill,verb;actv;pri;p2;sg,POS_PAIR_ERROR;SRC_SLOT_ERROR
iisakille,iisakin,1_15,N;AT+ALL;PL,1_3,V;ACT;PST;POS;IND;1;SG,n;sg;nom;cmp;n;sg;all,n;sg;nom;cmp;n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kysyin,kysyn,0_15,N;GEN;PL,0_0,V;ACT;PRS;POS;IND;1;SG,verb;actv;past;p1;sg,verb;actv;pri;p1;sg,SRC_SLOT_ERROR
lanteilta,lanteilla,0_11,N;AT+ABL;SG,0_18,N;AT+ESS;SG,n;pl;abl - n;pl;abl,n;pl;ade - n;pl;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
taitat,taitavat,1_9,V;ACT;PRS;POS;IND;2;SG,1_16,V;ACT;PRS;POS;IND;3;PL,n;pl;nom - verb;actv;pri;p2;sg,vaux;actv;pprs;pst;pl;nom - vaux;actv;pri;p3;pl - verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,PARADIGM_ERROR
sivussa,sivua,0_7,N;IN+ESS;SG,0_3,N;PRT;SG,n;sg;ine - adv;,n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg,C
puhukoon,puhua,1_17,V;ACT;PRS;POS;IMP;3;SG,1_1,V;NFIN,verb;actv;imp;p3;sg,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,C
kasvakoon,kasvavat,1_17,V;ACT;PRS;POS;IMP;3;SG,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;imp;p3;sg,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl - adj;pst;pl;nom,C
sidota,sidot,1_1,V;NFIN,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;pasv;pri;impers;conneg,verb;actv;pri;p2;sg,SRC_SLOT_ERROR
raahab,raahabin,1_11,V;ACT;PRS;POS;IND,1_3,V;ACT;PST;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
turvaudumme,turvaudu,0_10,V;ACT;PRS;POS;IND;1;PL,0_1,ADJ;NOM;SG,verb;actv;pri;p1;pl,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_TGT_SLOT_ERROR
alkeisvoimista,alkeisvoimien,0_17,N;IN+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;cmp;n;pl;ela - n;cmp;n;sg;par,n;cmp;n;pl;gen,ERR_TGT_SLOT_ERROR
maksamaan,maksakoot,1_18,V;IN+ALL;SG,1_20,V;ACT;PRS;POS;IMP;3;PL,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;imp;p3;pl,C
veitseen,veitsen,0_0,V;ACT;PRS;POS;IND;1;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ill,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
hyvää,hyvä,0_3,N;PRT;SG,0_1,ADJ;NOM;SG,adj;pst;sg;par - n;sg;par,adj;pst;sg;nom - n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kuohukoon,kuohumaan,1_17,V;ACT;PRS;POS;IMP;3;SG,1_18,V;IN+ALL;SG,verb;actv;imp;p3;sg,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,C
filistealaisilla,filistealaisen,1_19,N;AT+ESS;PL,1_10,V;ACT;INS;SG,adj;pst;pl;ade - n;pl;ade,adj;pst;sg;gen - n;sg;gen,ERR_TGT_SLOT_ERROR
anoneet,anot,1_12,V.PTCP;ACT;PST,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,verb;actv;pri;p2;sg,MAPPED_POS_PAIR_ERROR
tuomiolle,tuomioni,0_6,N;AT+ALL;SG,0_16,N;GEN;SG,n;sg;all,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,ERR_SRC_SLOT_ERROR
akaiaan,akaia,0_9,N;IN+ALL;SG,0_1,ADJ;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
voimin,voimia,0_0,V;ACT;PRS;POS;IND;1;SG,0_3,N;PRT;SG,vaux;agent;pst;pl;ins - vaux;agent;sup;sg;nom - verb;agent;pst;pl;ins - verb;agent;sup;sg;nom - n;pl;ins - adv;,vaux;agent;pst;pl;par - verb;agent;pst;pl;par - n;pl;par,SRC_SLOT_ERROR;TGT_SLOT_ERROR
jalot,jalo,0_13,ADJ;NOM;PL,0_1,ADJ;NOM;SG,adj;pst;pl;nom - n;pl;nom,adj;pst;sg;nom - n;sg;nom,ERR_TGT_SLOT_ERROR
lakimme,lakiin,0_10,V;ACT;PRS;POS;IND;1;PL,0_15,N;GEN;PL,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,n;sg;ill - n;pl;ill,ERR_SRC_SLOT_ERROR
kuivissa,kuiviin,0_7,N;IN+ESS;SG,0_15,N;GEN;PL,adj;pst;pl;ine - n;pl;ine,adj;pst;pl;ill - n;pl;ill - adv;,SRC_SLOT_ERROR;TGT_SLOT_ERROR
astumaan,astukaa,1_18,V;IN+ALL;SG,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;imp;p2;pl,C
harrastanut,harrastakaa,1_7,V;ACT;PST;POS;IND;SG,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;imp;p2;pl,C
pahalla,pahasta,0_18,N;AT+ESS;SG,0_17,N;IN+ABL;SG,adj;pst;sg;ade - n;sg;ade,adj;pst;sg;ela - n;sg;ela - n;sg;par,ERR_SRC_SLOT_ERROR
ilmoilta,ilmoille,0_11,N;AT+ABL;SG,0_6,N;AT+ALL;SG,n;pl;abl,n;pl;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tarttuen,tarttuisi,1_10,V;ACT;INS;SG,1_13,V;ACT;PRS;POS;COND;3;SG,verb;actv;infe;sg;ins,verb;actv;cni;conneg - verb;actv;cni;p3;sg,C
nosta,nostan,1_11,V;ACT;PRS;POS;IND,1_3,V;ACT;PST;POS;IND;1;SG,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;pri;p1;sg,ERR_SRC_SLOT_ERROR
lahjana,lahjanne,0_14,ADJ;FRML;SG,0_5,N;NOM;SG,n;sg;ess,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,ERR_SRC_SLOT_ERROR
muuttuneet,muuttunut,1_12,V.PTCP;ACT;PST,1_7,V;ACT;PST;POS;IND;SG,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
tilani,tilaa,0_16,N;GEN;SG,0_3,N;PRT;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,C
pahoilla,pahoille,1_19,N;AT+ESS;PL,1_15,N;AT+ALL;PL,adj;pst;pl;ade - n;pl;ade,adj;pst;pl;all - n;pl;all,C
mesopotamiaan,mesopotamiassa,0_9,N;IN+ALL;SG,0_7,N;IN+ESS;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
taivaasta,taivaan,0_17,N;IN+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ela,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
ampunut,ampumaan,1_7,V;ACT;PST;POS;IND;SG,1_18,V;IN+ALL;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,C
kunnioittakoot,kunnioittaneet,1_20,V;ACT;PRS;POS;IMP;3;PL,1_12,V.PTCP;ACT;PST,verb;actv;imp;p3;pl,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,MAPPED_POS_PAIR_ERROR
maat,maalta,0_13,ADJ;NOM;PL,0_11,N;AT+ABL;SG,n;pl;nom,n;sg;abl,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
parannusta,parannun,0_17,N;IN+ABL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;par,verb;actv;pri;p1;sg,ERR_SRC_SLOT_ERROR
juudeaa,juudean,0_3,N;PRT;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
